id,target,standard_error,total_words,total_sentences,total_syllables,ave_syllables,ave_sentence_length,num_verb_noun,num_adj_noun,per_diff_words,flesch_score,dale_score,sumner_level,coleman_index,readability_index,gunning_fog_score,awl_index,new_target
918a52c5a,-0.952123031,0.452621482,163,9,210,1.2883435582822085,18.11111111111111,4,4,5.521472392638037,79.45835719154742,5.406651601908657,5.068107634628493,5.068107634628493,6.494451261077032,9.453033401499658,0,-0.5400967414576732
83e4f4031,-1.053897658,0.470510397,198,8,274,1.383838383838384,24.75,5,10,6.565656565656566,64.64102272727274,5.900817171717172,6.019114646464647,6.019114646464647,10.6889393939394,12.526262626262628,0,-1.0567401252566095
0cc4c4124,-0.041920098,0.443630513,193,11,227,1.1761658031088082,17.545454545454547,6,3,1.5544041450777202,89.52273669335847,1.1156949599623176,4.513690767781441,4.513690767781441,5.255369759773906,7.639943476212906,0,-0.09742657382110931
ee2908eeb,-0.134892994,0.48422207,153,12,188,1.2287581699346406,12.75,3,6,0.6535947712418301,89.94080882352942,0.7356026143790849,4.379899673202614,4.379899673202614,2.923039215686277,5.3614379084967325,0,0.1896426689523132
4835579c1,-0.130374529,0.462687032,156,7,192,1.2307692307692308,22.285714285714285,4,11,1.9230769230769231,80.09192307692308,1.4090252747252747,5.130928571428571,5.130928571428571,8.613241758241756,9.683516483516485,0,-0.11369259018962019
860580bf0,0.394615951,0.509473387,146,11,167,1.143835616438356,13.272727272727272,2,5,0.684931506849315,96.59468866749692,0.7664779576587796,4.034170236612702,4.034170236612702,2.497870485678707,5.583063511830636,0,0.1439964303410166
7017e31a7,-0.58635946,0.468367926,185,10,258,1.3945945945945946,18.5,3,10,7.567567567567567,70.07479729729731,5.749018918918919,5.5818054054054045,5.5818054054054045,8.136648648648649,10.427027027027028,0,-0.8770301163487746
90f7894fc,-1.014199763,0.474240771,157,7,220,1.4012738853503184,22.428571428571427,3,9,7.643312101910828,65.52222929936309,5.955836123748862,5.917839035486807,5.917839035486807,9.134285714285715,12.028753412192902,0,-0.8352612384066531
086a01dde,-0.746615421,0.459709887,144,6,208,1.4444444444444444,24.0,3,6,9.02777777777778,60.275000000000034,6.252386111111111,6.236522222222224,6.236522222222224,11.765,13.211111111111112,0,-0.7284235245122495
e894309c3,-0.462051139,0.462571569,184,6,233,1.266304347826087,30.666666666666668,5,6,4.3478260869565215,68.5789855072464,2.207588405797101,5.944651449275362,5.944651449275362,11.77061594202899,14.005797101449277,0,-0.7298554526550434
e25d16cf4,-0.503614479,0.495474086,174,9,264,1.5172413793103448,19.33333333333333,3,7,9.195402298850574,58.853045977011504,6.047387356321838,6.2046816091954025,6.2046816091954025,9.052701149425287,11.411494252873563,0,-0.9620266090043845
59d87380b,-1.621394692,0.467809342,182,8,279,1.532967032967033,22.75,7,7,14.285714285714286,54.05473901098901,7.020614285714286,6.54205,6.54205,12.175164835164836,14.814285714285717,0,-1.2142557414236008
97376dd89,-0.017160917,0.465672956,177,11,227,1.2824858757062148,16.09090909090909,5,7,4.519774011299435,82.0044221879815,1.5117814072932716,4.884283461736004,4.884283461736004,5.322403697996919,8.24427324088341,0,-0.22540427240683325
3941a0775,-1.170766776,0.475845379,159,7,220,1.3836477987421385,22.714285714285715,3,2,7.547169811320755,66.7233962264151,5.954826684636119,5.859868912848159,5.859868912848159,9.774312668463615,12.10458221024259,0,-0.793122625283138
1c5eaf24e,-1.857994444,0.533949321,194,3,273,1.407216494845361,64.66666666666667,3,9,7.731958762886598,22.147817869415803,8.06484295532646,9.231001718213058,9.231001718213058,31.78271477663231,28.959450171821302,0,-2.0373964241175955
741b12820,-0.715517237,0.459120479,190,6,234,1.231578947368421,31.666666666666668,3,7,3.1578947368421053,70.50175438596492,2.069298245614035,5.864450877192983,5.864450877192983,12.425280701754389,13.92982456140351,0,-0.7696909169652435
939541b15,-1.156364261,0.460134705,159,3,217,1.3647798742138364,53.0,0,2,4.40251572327044,37.579622641509474,3.3239572327044025,8.130248427672957,8.130248427672957,24.620943396226416,22.961006289308177,0,-1.1677951588068334
b5d69a031,-0.609884124,0.51857214,191,7,262,1.3717277486910997,27.285714285714285,5,10,6.282722513089006,63.091832460733,5.981913313388183,6.161289827973075,6.161289827973075,11.792647718773374,13.427374719521318,0,-1.0477062512408706
0f1656963,-1.742983825,0.502888476,178,8,287,1.6123595505617978,22.25,0,13,11.797752808988765,47.845632022471904,6.602965168539326,6.86438595505618,6.86438595505618,12.662865168539328,13.619101123595506,0,-1.3170248544737104
fd1213183,-0.377746885,0.462365615,164,8,230,1.4024390243902438,20.5,4,10,7.317073170731708,67.38115853658539,5.808665853658536,5.773097560975609,5.773097560975609,8.751341463414633,11.126829268292685,0,-0.7382583199795372
61d943954,-0.286843482,0.481677464,192,16,277,1.4427083333333333,12.0,7,10,10.416666666666666,72.60187500000002,5.876491666666666,5.295022916666667,5.295022916666667,5.102656249999999,8.966666666666667,0,-0.6996631087410825
0060c36b9,-1.333456479,0.492383619,192,7,272,1.4166666666666667,27.428571428571427,3,10,8.333333333333334,59.14500000000001,6.312790476190476,6.376876190476191,6.376876190476191,12.81694196428571,14.304761904761904,0,-1.2529935137043386
9e69a612d,0.009684341,0.493302077,165,11,198,1.2,15.0,9,4,1.818181818181818,90.09000000000002,1.031090909090909,4.424099999999999,4.424099999999999,3.625454545454545,6.727272727272727,0,0.21324622377569535
08aa1ae28,-0.506932291,0.480850804,172,11,259,1.505813953488372,15.636363636363637,1,5,10.465116279069768,63.57223044397465,6.064505496828753,5.865062579281185,5.865062579281185,8.130856236786471,10.440591966173365,0,-0.9107199310641625
cd96e48f5,-0.605646629,0.485509004,178,8,263,1.4775280898876404,22.25,3,13,7.865168539325842,59.25237359550563,5.98201011235955,6.250902808988766,6.250902808988766,10.784157303370783,12.046067415730338,0,-0.9654707128447018
526455fc3,-1.102082476,0.503284709,162,6,244,1.5061728395061729,27.0,3,13,8.641975308641975,52.00777777777779,6.340267901234568,6.750786419753087,6.750786419753087,13.410370370370366,14.25679012345679,0,-0.9848586559173653
5a14e5c1b,-0.416734159,0.48007482,178,10,223,1.252808988764045,17.8,5,5,5.056179775280899,82.7803595505618,5.317750786516854,4.882220898876405,4.882220898876405,5.966011235955058,9.14247191011236,0,-0.5616332084624287
b533bc27e,-1.515342423,0.462019211,170,7,272,1.6,24.285714285714285,0,6,14.117647058823527,46.82500000000002,7.070247899159663,6.9665285714285705,6.9665285714285705,13.071504201680677,15.361344537815128,0,-1.4566174096372637
a38c47dc1,-1.378839273,0.483424107,178,6,254,1.4269662921348314,29.666666666666668,1,7,7.865168539325842,56.00198501872663,6.349876779026217,6.597863295880149,6.597863295880149,14.915861423220974,15.012734082397005,0,-1.166655545957703
a1940242f,-0.684945065,0.460071504,163,9,227,1.392638036809816,18.11111111111111,6,5,5.521472392638037,70.63504430811183,5.406651601908657,5.542647511929108,5.542647511929108,7.505800954328556,9.453033401499658,0,-0.4410364362631207
cb682b5d0,-0.477948265,0.488589361,141,3,197,1.3971631205673758,47.0,2,10,3.5460992907801416,40.93000000000001,2.8911290780141843,7.810792198581561,7.810792198581561,23.04787234042553,20.21843971631206,0,-0.6566208587933344
c9ffcb15b,-1.221284385,0.500263759,166,4,231,1.391566265060241,41.5,2,10,7.831325301204819,46.985993975903625,6.931466265060241,7.357426506024096,7.357426506024096,20.174518072289157,19.73253012048193,0,-1.3115461432029685
06ce84c6d,-0.098809527,0.459438911,176,9,232,1.318181818181818,19.55555555555556,6,6,3.977272727272727,75.46792929292931,1.5979669191919192,5.316249494949494,5.316249494949494,7.375107323232324,9.413131313131316,0,-0.25560247643944844
5accb45d5,-0.867608836,0.487871234,161,6,229,1.4223602484472049,26.83333333333333,2,11,9.316770186335404,59.26748964803316,6.438551345755694,6.356472463768116,6.356472463768116,12.669710144927537,14.460041407867491,0,-1.0563054816489186
5813050e4,-1.56314024,0.498372665,190,5,269,1.4157894736842105,38.0,0,6,10.526315789473683,48.489210526315816,7.183405263157895,7.195342105263158,7.195342105263158,17.823,19.410526315789475,0,-1.7774513708167272
4e62e645b,-1.696766222,0.496707344,191,8,300,1.5706806282722514,23.875,4,12,13.089005235602096,49.72229384816754,6.88745392670157,6.801171858638744,6.801171858638744,11.838128272251303,14.785602094240838,0,-1.4986504460464096
c337534cd,-0.760367894,0.469706475,169,9,229,1.3550295857988166,18.77777777777778,2,7,7.100591715976331,73.14005259697569,5.68906120973044,5.423395726495727,5.423395726495727,7.105456936226169,10.351347797501646,0,-0.8210130559012474
ad1ad157a,-1.00707269,0.46242697,164,9,225,1.3719512195121952,18.22222222222222,3,9,5.487804878048781,72.27237127371276,5.406846612466125,5.457166937669376,5.457166937669376,7.698611111111109,9.484010840108402,0,-0.5676186430930499
60f36e48c,-1.236415384,0.477508474,144,5,194,1.3472222222222223,28.8,2,6,9.72222222222222,63.628000000000014,6.600118888888889,6.167601111111111,6.167601111111111,12.300625000000004,15.40888888888889,0,-1.0330909715986163
8f576a796,-0.708095165,0.456211602,176,6,227,1.2897727272727273,29.33333333333333,3,5,2.272727272727273,67.94689393939395,1.8137969696969696,5.9476992424242425,5.9476992424242425,12.558371212121216,12.642424242424244,0,-0.49593517229817374
80035934c,-0.282044397,0.487883171,151,9,191,1.2649006622516556,16.77777777777778,0,7,1.9867549668874167,82.79495952906551,1.145886387049301,4.857709124356145,4.857709124356145,5.486968359087566,7.505813097866079,0,-0.13446457730481987
79b580b77,-0.216514978,0.47199989,149,10,199,1.3355704697986577,14.9,6,3,6.711409395973154,78.72223825503357,5.435271543624161,5.033165637583892,5.033165637583892,6.914697986577181,8.644563758389262,0,-0.20683095747206526
9ce1ddb37,-1.492648909,0.56888508,177,5,238,1.344632768361582,35.4,4,11,5.649717514124294,57.14806779661016,6.284430395480226,6.669299096045199,6.669299096045199,16.626779661016947,16.41988700564972,0,-1.0516597618616106
3723e3a8f,-1.18578775,0.53791779,177,6,255,1.4406779661016949,29.5,5,7,8.474576271186441,55.01114406779664,6.437835593220339,6.647284745762711,6.647284745762711,14.049322033898306,15.18983050847458,0,-1.0863069506966267
57e274d73,-1.101295212,0.45402302,161,7,230,1.4285714285714286,23.0,5,6,9.937888198757763,62.63285714285716,6.346492546583851,6.086500000000001,6.086500000000001,9.816894409937888,13.175155279503104,0,-0.9285914564443454
10079320a,-1.679509559,0.473492851,145,6,240,1.6551724137931034,24.166666666666668,1,10,18.620689655172413,42.27824712643681,7.775373563218391,7.208301149425287,7.208301149425287,13.87850574712644,17.114942528735636,0,-1.395745061512272
6980ceba4,-0.451994374,0.465056986,171,13,236,1.3801169590643274,13.153846153846152,7,5,7.017543859649122,76.72595141700408,5.397000944669365,5.100001394511921,5.100001394511921,5.419203778677463,8.068556005398111,0,-0.34153950315386705
97cfc08c1,-0.365378816,0.475720661,179,13,248,1.3854748603351956,13.76923076923077,7,8,8.938547486033519,75.64805758487323,5.730850494198538,5.172256768371295,5.172256768371295,5.873386334336054,9.083111302105715,0,-0.5509383450737841
0921dcfa3,-1.186614667,0.473386248,159,8,228,1.4339622641509433,19.875,2,9,10.69182389937107,65.34866745283021,6.310538993710692,5.867903301886793,5.867903301886793,9.391462264150942,12.226729559748428,0,-0.9320505588841175
e9a3ac07b,-0.416552018,0.488731772,155,8,224,1.4451612903225806,19.375,3,6,9.03225806451613,64.90872983870969,6.023693548387097,5.879958870967743,5.879958870967743,8.556080645161291,11.362903225806452,0,-0.7709339493676319
72abfc738,-0.951697208,0.463285188,145,10,233,1.606896551724138,14.5,4,10,13.79310344827586,56.17405172413794,6.533631034482758,6.236579310344826,6.236579310344826,8.428,11.317241379310346,0,-0.7057429532060473
cf051fa19,-0.646751102,0.458887935,195,13,259,1.328205128205128,15.0,3,8,8.205128205128204,79.24384615384618,5.676089743589744,5.007433333333333,5.007433333333333,5.465538461538461,9.282051282051285,0,-0.8661402021062798
b81d4f07a,-0.057672423,0.483333212,142,5,182,1.2816901408450705,28.4,1,7,2.112676056338028,69.57801408450706,1.7422315492957745,5.838310140845071,5.838310140845071,11.576830985915493,12.205070422535211,0,-0.32356447616022654
fb249919c,-0.839434724,0.477745374,162,7,244,1.5061728395061729,23.142857142857142,4,10,14.814814814814817,55.92277777777778,7.123644973544973,6.450700705467373,6.450700705467373,11.365502645502644,15.183068783068784,0,-1.2504951118196743
dd679b1ae,-0.634326216,0.481065383,189,7,250,1.3227513227513228,27.0,2,5,5.8201058201058204,67.52523809523811,5.8946947089947095,5.916218518518519,5.916218518518519,11.05952380952381,13.12804232804233,0,-1.1114435262504863
9fcd7cf25,-1.035478244,0.466951209,184,7,262,1.423913043478261,26.285714285714285,4,7,9.23913043478261,59.69195652173913,6.3991301242236025,6.320932919254659,6.320932919254659,12.344704968944091,14.20993788819876,0,-1.1577770376199075
11e21679d,-0.440313211,0.501756107,153,9,225,1.4705882352941178,17.0,2,9,10.45751633986928,65.16823529411766,6.13094183006536,5.810876470588235,5.810876470588235,8.003333333333334,10.983006535947712,0,-0.7923971044426348
e2633499a,-1.246653509,0.46786563,198,9,292,1.4747474747474747,22.0,6,6,11.616161616161616,59.74136363636365,6.561891919191919,6.218801010101011,6.218801010101011,9.59939393939394,13.446464646464648,0,-1.3221748646900715
16e883aee,-1.061181523,0.466641807,187,12,288,1.5401069518716577,15.583333333333334,4,10,10.16042780748663,60.72486853832444,6.0137648841354725,6.016969964349375,6.016969964349375,7.065516934046347,10.297504456327983,0,-1.0076086541389362
4563a70ca,-0.662764496,0.456101105,147,5,204,1.3877551020408163,29.4,3,6,9.523809523809524,59.58991836734698,6.598549523809524,6.398705714285715,6.398705714285715,14.096530612244898,15.56952380952381,0,-0.923507600490098
eb45f741d,-1.008790802,0.446248963,161,5,222,1.3788819875776397,32.2,3,7,7.453416149068323,57.49858385093171,6.410514409937888,6.57617304347826,6.57617304347826,14.329130434782606,15.861366459627332,0,-1.0601199029835566
5129ab90e,-1.034282779,0.484307881,182,8,252,1.3846153846153846,22.75,1,3,10.43956043956044,66.60528846153848,6.413306593406594,5.867050000000001,5.867050000000001,9.716648351648352,13.275824175824177,0,-1.2737228990961338
5db0d38de,-0.374275101,0.468877498,171,6,195,1.1403508771929824,28.5,2,7,1.1695906432748535,81.43381578947368,1.5982783625730994,5.20299649122807,5.20299649122807,10.09,11.867836257309945,0,-0.4623838060735763
f745bb842,-0.377960173,0.485041274,165,10,241,1.460606060606061,16.5,5,3,7.272727272727272,66.52022727272728,5.603263636363637,5.726557575757575,5.726557575757575,7.858,9.50909090909091,0,-0.5147956758367442
2cc7ad1da,-0.455012507,0.474201929,135,5,172,1.274074074074074,27.0,2,6,2.962962962962963,71.64333333333335,1.807051851851852,5.6947370370370365,5.6947370370370365,10.735555555555557,11.985185185185186,0,-0.25656417219532157
dab96a9ab,-0.855847764,0.463986242,163,5,206,1.2638036809815951,32.6,4,4,4.9079754601227,66.82820858895707,2.391929325153374,6.083686748466258,6.083686748466258,13.825582822085885,15.003190184049082,0,-0.6109935149581807
82eba3cf1,-0.610791351,0.488468624,197,13,265,1.3451776649746192,15.153846153846152,3,4,8.629441624365482,77.6518156969934,5.750719601718078,5.096627606403748,5.096627606403748,4.79565404139008,9.513315111284657,0,-0.9749032691811905
4331e23fb,-1.478416193,0.462133265,143,5,213,1.4895104895104896,28.6,4,4,16.783216783216783,51.79341258741261,7.70512993006993,6.799452727272728,6.799452727272728,13.587412587412588,18.153286713286715,0,-1.3398690386989518
3985c8e37,-1.033506428,0.465561241,155,4,226,1.4580645161290322,38.75,3,12,7.741935483870968,44.151491935483904,6.780951612903226,7.446043548387097,7.446043548387097,21.008806451612905,18.596774193548388,0,-0.9749407562354779
424abc511,-0.714391937,0.534529785,161,5,243,1.5093167701863357,32.2,3,9,10.559006211180124,46.463801242236045,6.900887080745342,7.169651304347827,7.169651304347827,15.791863354037268,17.103602484472052,0,-1.23318955844739
d031fb6b8,-1.572265988,0.490050082,171,6,245,1.432748538011696,28.5,3,7,9.35672514619883,56.69697368421052,6.527526900584795,6.533405847953217,6.533405847953217,13.670701754385966,15.14269005847953,0,-1.1350167042271893
d6461df4e,-1.083722413,0.473141718,194,8,273,1.407216494845361,24.25,7,14,7.216494845360825,63.17073453608248,5.978784536082474,6.086585051546392,6.086585051546392,10.846030927835052,12.58659793814433,0,-0.9655729272653821
76f4e081f,-0.802785602,0.462168,152,8,219,1.4407894736842106,19.0,2,11,7.894736842105263,65.6592105263158,5.8254789473684205,5.830892105263157,5.830892105263157,9.017105263157896,10.757894736842106,0,-0.6651360371587911
1eafabcd1,-1.237728792,0.490356608,176,5,247,1.4034090909090908,35.2,6,12,7.386363636363637,52.37859090909092,6.548726818181819,6.921171363636365,6.921171363636365,16.963579545454543,17.03454545454546,0,-1.0783174518732506
3b3d2bad7,-1.16337267,0.454724178,181,9,283,1.5635359116022098,20.11111111111111,2,11,14.3646408839779,54.14708410067527,6.902187906691221,6.4758328422345,6.4758328422345,10.848428483732349,13.790300798035606,0,-1.3803905205451854
1e1bc114d,-0.290306006,0.520044345,194,12,243,1.2525773195876289,16.166666666666668,6,14,3.0927835051546397,84.45779209621995,1.2902171821305843,4.754093470790378,4.754093470790378,5.59044673539519,7.703780068728523,0,-0.17304003512508093
cb5c0092d,-1.160410121,0.477601103,151,6,204,1.3509933774834435,25.166666666666668,2,9,7.947019867549669,66.99679359823402,6.139601103752759,5.902086534216336,5.902086534216336,12.114392935982336,13.245474613686534,0,-0.7791649224145809
4fbca0146,-0.14670831,0.495686269,152,7,203,1.3355263157894737,21.714285714285715,3,6,4.605263157894737,71.80947368421054,1.8041996240601503,5.563116165413534,5.563116165413534,9.56859022556391,10.52781954887218,0,-0.2360073819758215
020e5345a,-2.056437688,0.490444418,191,7,313,1.638743455497382,27.285714285714285,4,12,19.3717277486911,40.5023036649215,8.048667240089753,7.376211293941662,7.376211293941662,14.702490650710544,18.662976813762157,0,-1.9816742137109342
160038234,-0.280993878,0.463259995,179,11,246,1.3743016759776536,16.272727272727273,7,6,6.145251396648045,74.05226003047233,5.413962468257999,5.316190807516506,5.316190807516506,6.441000507872015,8.967191467750128,0,-0.5026495958838968
b9cca6661,-0.74845172,0.433000257,179,9,243,1.3575418994413408,19.88888888888889,2,8,5.58659217877095,71.79973308504034,5.5051117939168215,5.521271198013656,5.521271198013656,7.77545003103662,10.190192427063936,0,-0.8294311037178703
2de580130,-1.740491482,0.453533745,164,3,244,1.4878048780487805,54.66666666666666,1,8,10.365853658536585,25.480040650406536,7.984734959349593,8.819678861788617,8.819678861788617,27.529126016260165,26.013008130081303,0,-1.7783974508825122
17a410c5a,0.277737321,0.486535066,144,7,176,1.2222222222222223,20.571428571428573,6,2,2.083333333333333,82.555,1.349301190476191,4.958668253968254,4.958668253968254,7.8592559523809555,9.061904761904762,0,0.11728798039145638
dd3eebaf4,-0.895007116,0.466532389,144,5,203,1.4097222222222223,28.8,2,5,9.72222222222222,58.340500000000006,6.600118888888889,6.451976111111112,6.451976111111112,13.052916666666668,15.40888888888889,0,-0.9977406008872203
b9c1ffa01,-0.960598135,0.463352406,191,5,271,1.418848167539267,38.2,6,13,8.37696335078534,48.02744502617803,6.853942513089005,7.224819162303666,7.224819162303666,19.000628272251312,18.630785340314137,0,-1.3318176129334547
72d4c2ff5,-1.038890428,0.476846532,183,8,293,1.6010928961748634,22.875,4,9,14.754098360655735,48.164415983606574,7.100772131147541,6.861747677595627,6.861747677595627,13.454549180327868,15.051639344262297,0,-1.359189176743484
4b3ebe537,-0.727449806,0.44957747,146,5,193,1.321917808219178,29.2,1,4,4.794520547945205,65.36275342465756,2.205374794520548,6.08358602739726,6.08358602739726,12.074520547945204,13.597808219178084,0,-0.5498880576473271
a25af22ce,-1.880072943,0.49884475,187,7,295,1.5775401069518715,26.714285714285715,1,7,14.97326203208556,46.26010695187165,7.325806646294882,7.053278915202444,7.053278915202444,14.394094728800615,16.675019098548514,0,-1.6995401120954505
33c8209b0,-1.258497662,0.473374328,195,9,295,1.5128205128205128,21.666666666666668,2,8,10.76923076923077,56.85871794871797,6.411628205128205,6.366099999999999,6.366099999999999,11.504102564102569,12.974358974358976,0,-1.2917844638363336
4d58c662c,-0.390542046,0.465276535,179,19,210,1.1731843575418994,9.421052631578949,2,7,2.23463687150838,98.02123493090268,0.8201333725374889,3.868046721552485,3.868046721552485,0.2260011761246687,4.662275801234931,0,0.06356804291092177
1bc431649,-0.963075801,0.453296524,183,5,263,1.4371584699453552,36.6,3,13,6.557377049180328,48.10239344262297,6.487269836065574,7.183651038251366,7.183651038251366,18.592622950819667,17.26295081967213,0,-1.213933315285943
5258eed6d,-0.978116657,0.498627129,202,15,302,1.495049504950495,13.466666666666669,8,7,11.88118811881188,66.68514521452147,6.180486270627062,5.647281914191419,5.647281914191419,5.076006600660069,10.13914191419142,0,-1.0053283299925897
7344729b8,-1.258051132,0.465344628,182,5,234,1.2857142857142858,36.4,1,6,5.494505494505495,61.11757142857144,6.309522417582418,6.47902,6.47902,14.859505494505491,16.7578021978022,0,-1.3442149233318084
680ff0495,-1.076623524,0.458265351,192,9,268,1.3958333333333333,21.33333333333333,3,10,8.333333333333334,67.09416666666668,6.010466666666667,5.807875000000001,5.807875000000001,9.67119791666667,11.866666666666667,0,-1.0688750188167844
45aac7fda,-0.888960128,0.46286824,160,6,229,1.43125,26.666666666666668,4,11,7.5,58.68458333333336,6.143416666666667,6.3839541666666655,6.3839541666666655,12.539020833333332,13.66666666666667,0,-0.8449876407692027
bf1f402ca,-0.426813005,0.478219957,180,8,254,1.4111111111111112,22.5,3,10,5.0,64.6175,1.9055,5.9681555555555565,5.9681555555555565,9.602,11.0,0,-0.5949112185705832
5d4c76dc2,-1.101862676,0.455044208,192,13,271,1.4114583333333333,14.76923076923077,4,10,9.375,72.43485576923081,5.849366346153847,5.368281570512821,5.368281570512821,5.702271634615386,9.657692307692308,0,-0.9230090876206352
659e6b1af,-0.095749985,0.464405593,162,9,215,1.3271604938271604,18.0,2,3,3.08641975308642,76.28722222222224,1.3801456790123456,5.2360802469135805,5.2360802469135805,6.904259259259259,8.43456790123457,0,-0.1960187564609126
a276c10e3,-0.406253077,0.487510701,156,7,190,1.2179487179487178,22.285714285714285,2,1,1.2820512820512822,81.17653846153848,1.307807326007326,5.0725952380952375,5.0725952380952375,7.556510989010988,9.427106227106227,0,-0.20524089366995746
07de53e3c,-0.156618699,0.492982768,157,7,244,1.5541401273885351,22.428571428571427,4,7,7.006369426751593,52.58974522292996,5.85526287534122,6.613380436760691,6.613380436760691,12.70428571428571,11.77397634212921,0,-0.5630971449961848
a26e55bea,-0.814380276,0.447234412,190,19,313,1.6473684210526316,10.0,5,4,16.31578947368421,57.317631578947385,6.708763157894737,6.0706263157894735,6.0706263157894735,6.72336842105263,10.526315789473683,0,-1.0128173124705278
5127fb10f,-0.338547583,0.475986483,157,11,237,1.5095541401273886,14.272727272727272,5,10,9.554140127388536,64.63990156340475,5.853025998841923,5.7759895193978,5.7759895193978,7.426363636363636,9.530746960046324,0,-0.5104829097609227
0d3a8f33b,-1.634185368,0.517197142,144,6,294,2.0416666666666665,24.0,3,17,29.166666666666668,9.750000000000057,9.432316666666669,8.953883333333334,8.953883333333334,17.619791666666664,21.26666666666667,0,-1.8579960711720203
e83e2cc69,-1.719895591,0.47356963,162,10,308,1.9012345679012344,16.2,3,12,23.45679012345679,29.54755555555556,8.143847160493827,7.708077283950619,7.708077283950619,11.441111111111113,15.862716049382716,0,-1.621781684418385
e4d810c98,-2.11226356,0.504812854,193,9,357,1.849740932642487,21.444444444444443,7,18,22.797927461139896,28.580805987334514,8.299937190558435,7.881799021301093,7.881799021301093,15.99035693724813,17.696948762233735,0,-1.8358819630095895
688e3c808,-1.561800561,0.468539735,157,8,289,1.8407643312101911,19.625,7,9,22.29299363057325,31.18696257961784,8.129963694267516,7.699402707006371,7.699402707006371,13.4625,16.7671974522293,0,-1.3502285466070418
bba96ae90,-0.863299895,0.485218297,175,7,290,1.6571428571428573,25.0,7,9,14.857142857142858,41.265714285714296,7.222442857142857,7.2821,7.2821,13.78565714285714,15.942857142857145,0,-1.297638859605275
