id,target,standard_error,total_words,total_sentences,total_syllables,ave_syllables,ave_sentence_length,num_verb_noun,num_adj_noun,per_diff_words,flesch_score,dale_score,sumner_level,coleman_index,readability_index,gunning_fog_score,awl_index
aa6f9e224,-0.479830828,0.495426627,172,8,218,1.2674418604651163,21.5,6,3,4.069767441860465,77.78691860465119,1.7090162790697674,5.2366604651162785,7.129534883720925,8.789825581395348,10.227906976744187,0
4d5b83eba,0.404633391,0.482963505,164,11,213,1.298780487804878,14.909090909090908,3,6,2.4390243902439024,81.82544345898006,1.124612860310421,4.866478492239468,5.196829268292685,4.433752771618625,6.939246119733925,0
918a52c5a,-0.952123031,0.452621482,163,9,210,1.2883435582822085,18.11111111111111,4,4,5.521472392638037,79.45835719154742,5.406651601908657,5.068107634628493,6.12171779141104,6.494451261077032,9.453033401499658,0
83e4f4031,-1.053897658,0.470510397,198,8,274,1.3838383838383839,24.75,5,10,6.565656565656566,64.64102272727274,5.900817171717172,6.019114646464647,7.652525252525248,10.6889393939394,12.526262626262628,0
c8ff70806,0.022597727,0.510076717,147,5,210,1.4285714285714286,29.4,3,12,10.204081632653061,56.13685714285718,6.705964489795918,6.58442,9.073197278911564,14.000408163265305,15.841632653061225,0
bdd8488dd,-0.473701994,0.481322996,145,8,191,1.3172413793103448,18.125,5,6,3.4482758620689653,76.99950431034485,1.4434827586206898,5.2006732758620675,7.425103448275863,7.544431034482759,8.629310344827585,0
4b7a4b258,0.610318885,0.530621694,152,11,188,1.236842105263158,13.818181818181818,2,1,4.605263157894737,88.1727033492823,1.4125528708133972,4.499786124401913,4.804210526315789,3.699354066985645,7.369377990430623,0
0cc4c4124,-0.041920098,0.443630513,193,11,227,1.1761658031088082,17.545454545454547,6,3,1.5544041450777202,89.52273669335847,1.1156949599623176,4.513690767781441,4.875233160621761,5.255369759773906,7.639943476212906,0
b8445380e,0.857926832,0.528575904,185,13,219,1.1837837837837837,14.23076923076923,5,11,2.1621621621621623,92.24266112266116,1.0472515592515592,4.290470062370062,4.718270270270271,3.7870602910602926,6.5571725571725565,0
8cc328cc3,-1.292569679,0.464429805,149,8,184,1.2348993288590604,18.625,1,5,0.0,83.45814177852351,0.9238,4.864916946308725,5.933422818791943,6.564446308724833,7.45,0
ee2908eeb,-0.134892994,0.48422207,153,12,188,1.2287581699346406,12.75,3,6,0.6535947712418301,89.94080882352942,0.7356026143790849,4.379899673202614,4.322352941176472,2.923039215686277,5.3614379084967325,0
4835579c1,-0.130374529,0.462687032,156,7,192,1.2307692307692308,22.285714285714285,4,11,1.9230769230769231,80.09192307692308,1.4090252747252747,5.130928571428571,6.467179487179486,8.613241758241756,9.683516483516485,0
860580bf0,0.394615951,0.509473387,146,11,167,1.143835616438356,13.272727272727273,2,5,0.684931506849315,96.59468866749691,0.7664779576587796,4.034170236612702,3.556712328767123,2.497870485678707,5.583063511830636,0
e355dc94d,-1.059970759,0.514747948,184,10,234,1.2717391304347827,18.4,1,11,2.717391304347826,80.56986956521742,1.3417160869565217,5.01503304347826,6.942173913043476,7.275543478260868,8.44695652173913,0
7017e31a7,-0.58635946,0.468367926,185,10,258,1.3945945945945946,18.5,3,10,7.5675675675675675,70.07479729729731,5.749018918918919,5.5818054054054045,7.963459459459457,8.136648648648649,10.427027027027028,0
2dc93434f,-1.926422049,0.545728753,147,12,218,1.4829931972789117,12.25,6,9,12.244897959183673,68.94002551020408,6.177569387755102,5.497769047619046,7.703673469387752,5.457448979591835,9.79795918367347,0
e97e914c6,0.277144328,0.47274442,163,9,215,1.3190184049079754,18.11111111111111,4,3,4.294478527607362,76.86326516700754,1.5764092706203137,5.207678186775732,6.626748466257666,6.898991138377639,8.96223585548739,0
12da06b54,-0.998571415,0.47608218,197,8,305,1.5482233502538072,24.625,2,13,11.6751269035533,50.86092956852795,6.701402538071067,6.757341243654821,9.293807106598983,11.946002538071063,14.52005076142132,0
90f7894fc,-1.014199763,0.474240771,157,7,220,1.4012738853503184,22.428571428571427,3,9,7.643312101910828,65.52222929936309,5.955836123748862,5.917839035486807,7.036942675159235,9.134285714285717,12.028753412192902,0
086a01dde,-0.746615421,0.459709887,144,6,208,1.4444444444444444,24.0,3,6,9.027777777777779,60.275000000000034,6.252386111111111,6.236522222222224,9.426666666666666,11.765,13.211111111111112,0
e894309c3,-0.462051139,0.462571569,184,6,233,1.266304347826087,30.666666666666668,5,6,4.3478260869565215,68.5789855072464,2.207588405797101,5.944651449275362,5.5404347826086955,11.77061594202899,14.005797101449275,0
e25d16cf4,-0.503614479,0.495474086,174,9,264,1.5172413793103448,19.333333333333332,3,7,9.195402298850574,58.853045977011504,6.047387356321838,6.2046816091954025,8.655862068965515,9.052701149425289,11.411494252873563,0
e492c3e0a,-0.371471833,0.502372489,145,7,226,1.5586206896551724,20.714285714285715,2,7,13.10344827586207,53.950689655172425,6.732963054187192,6.500395566502462,10.467862068965516,11.112866995073894,13.527093596059116,0
59d87380b,-1.621394692,0.467809342,182,8,279,1.532967032967033,22.75,7,7,14.285714285714286,54.05473901098901,7.020614285714286,6.54205,10.651208791208788,12.175164835164836,14.814285714285715,0
fa84dbf46,0.08814816,0.499267062,155,9,219,1.4129032258064516,17.22222222222222,3,7,5.806451612903226,69.82283154121866,5.407560931899641,5.565698566308242,8.808516129032256,8.269756272401434,9.21146953405018,0
97376dd89,-0.017160917,0.465672956,177,11,227,1.2824858757062148,16.09090909090909,5,7,4.519774011299435,82.0044221879815,1.5117814072932716,4.884283461736004,5.714350282485874,5.3224036979969185,8.24427324088341,0
3941a0775,-1.170766776,0.475845379,159,7,220,1.3836477987421383,22.714285714285715,3,2,7.547169811320755,66.7233962264151,5.954826684636119,5.8598689128481585,7.6742138364779855,9.774312668463615,12.10458221024259,0
419a460ef,-0.209570237,0.462096006,193,12,248,1.2849740932642486,16.083333333333332,3,8,6.7357512953367875,81.80160837651125,5.497808462867011,4.895015457685664,6.031917098445593,5.57368739205527,9.127633851468048,0
1c5eaf24e,-1.857994444,0.533949321,194,3,273,1.407216494845361,64.66666666666667,3,9,7.731958762886598,22.147817869415803,8.06484295532646,9.231001718213058,9.808247422680413,31.78271477663231,28.959450171821306,0
741b12820,-0.715517237,0.459120479,190,6,234,1.231578947368421,31.666666666666668,3,7,3.1578947368421053,70.50175438596492,2.069298245614035,5.864450877192983,5.763999999999999,12.425280701754389,13.92982456140351,0
939541b15,-1.156364261,0.460134705,159,3,217,1.3647798742138364,53.0,0,2,4.40251572327044,37.579622641509474,3.3239572327044025,8.130248427672957,8.049056603773582,24.620943396226416,22.961006289308177,0
a925cdb49,-0.542735004,0.461071654,189,4,237,1.253968253968254,47.25,2,11,4.232804232804233,52.79053571428575,3.011959788359788,7.178705555555554,6.315767195767194,20.41198412698413,20.593121693121695,0
b6f05e0c2,-0.013470524,0.495153474,177,4,225,1.271186440677966,44.25,4,8,4.519774011299435,54.3788771186441,2.908472316384181,7.023648305084745,6.021242937853106,18.710084745762714,19.507909604519774,0
bebf505e3,-0.732148623,0.50735277,166,4,231,1.391566265060241,41.5,3,5,7.831325301204819,46.985993975903625,6.931466265060241,7.357426506024096,7.821445783132528,18.81259036144578,19.73253012048193,0
b5d69a031,-0.609884124,0.51857214,191,7,262,1.3717277486910995,27.285714285714285,5,10,6.282722513089006,63.091832460733,5.9819133133881826,6.161289827973075,7.558743455497382,11.792647718773374,13.427374719521318,0
3411fc5bb,1.039927275,0.551908357,154,13,212,1.3766233766233766,11.846153846153847,5,5,5.8441558441558445,78.34881618381618,5.146861438561439,4.982367132867132,6.977662337662334,4.739960039960039,7.0761238761238765,0
0f1656963,-1.742983825,0.502888476,178,8,287,1.6123595505617978,22.25,0,13,11.797752808988765,47.845632022471904,6.602965168539326,6.86438595505618,11.542921348314607,12.662865168539327,13.619101123595506,0
fd1213183,-0.377746885,0.462365615,164,8,230,1.4024390243902438,20.5,4,10,7.317073170731708,67.38115853658539,5.808665853658536,5.773097560975609,7.638536585365852,8.751341463414633,11.126829268292683,0
61d943954,-0.286843482,0.481677464,192,16,277,1.4427083333333333,12.0,7,10,10.416666666666666,72.60187500000002,5.8764916666666664,5.295022916666667,7.36645833333333,5.102656249999999,8.966666666666667,0
a7b02232a,-0.883909592,0.459284246,188,9,248,1.3191489361702127,20.88888888888889,6,9,4.787234042553192,74.03277777777781,1.791993144208038,5.424383215130023,6.959787234042551,8.380561465721044,10.270449172576832,0
c8248450c,-1.570217995,0.458065911,183,12,265,1.4480874316939891,15.25,8,9,7.6502732240437155,68.84805327868854,5.600878142076502,5.5723478142076495,8.79934426229508,7.454344262295084,9.160109289617486,0
6e7e7ea91,-1.968100078,0.474456482,195,5,262,1.3435897435897435,39.0,3,7,3.58974358974359,53.58230769230771,2.5012205128205127,6.944633333333334,8.378256410256409,18.04523076923077,17.035897435897436,0
0060c36b9,-1.333456479,0.492383619,192,7,272,1.4166666666666667,27.428571428571427,3,10,8.333333333333334,59.14500000000001,6.312790476190476,6.376876190476191,8.753958333333333,12.81694196428571,14.304761904761904,0
9e69a612d,0.009684341,0.493302077,165,11,198,1.2,15.0,9,4,1.8181818181818181,90.09000000000002,1.031090909090909,4.424099999999999,4.143030303030304,3.625454545454545,6.727272727272727,0
08aa1ae28,-0.506932291,0.480850804,172,11,259,1.505813953488372,15.636363636363637,1,5,10.465116279069768,63.57223044397465,6.064505496828753,5.865062579281185,9.450697674418603,8.130856236786471,10.440591966173363,0
cd96e48f5,-0.605646629,0.485509004,178,8,263,1.4775280898876404,22.25,3,13,7.865168539325842,59.25237359550563,5.98201011235955,6.250902808988766,9.19752808988764,10.784157303370783,12.046067415730338,0
cf3189919,-0.849038856,0.455795089,158,9,215,1.360759493670886,17.555555555555557,4,7,3.7974683544303796,73.89585794655417,1.4703758087201126,5.354377918424754,7.150379746835444,7.082081575246132,8.541209563994375,0
f0f26aafc,0.288984342,0.497874903,173,6,251,1.4508670520231215,28.833333333333332,0,10,11.560693641618498,54.82581406551061,6.892066859344894,6.641778420038536,9.616416184971097,14.168053949903658,16.157610789980733,0
526455fc3,-1.102082476,0.503284709,162,6,244,1.5061728395061729,27.0,3,13,8.641975308641975,52.00777777777779,6.340267901234568,6.750786419753087,9.745185185185186,13.410370370370366,14.25679012345679,0
89bc2974e,-0.762805067,0.46371036,174,6,241,1.3850574712643677,29.0,0,7,6.896551724137931,60.224137931034505,6.163865517241379,6.355311494252874,6.699310344827584,11.910000000000004,14.358620689655172,0
5a14e5c1b,-0.416734159,0.48007482,178,10,223,1.252808988764045,17.8,5,5,5.056179775280899,82.7803595505618,5.317750786516854,4.882220898876405,5.6276404494382,5.966011235955058,9.142471910112361,0
b533bc27e,-1.515342423,0.462019211,170,7,272,1.6,24.285714285714285,0,6,14.117647058823529,46.82500000000002,7.070247899159663,6.9665285714285705,10.893882352941173,13.071504201680675,15.361344537815127,0
a38c47dc1,-1.378839273,0.483424107,178,6,254,1.4269662921348314,29.666666666666668,1,7,7.865168539325842,56.00198501872663,6.349876779026217,6.597863295880149,10.058651685393258,14.915861423220974,15.012734082397003,0
a1940242f,-0.684945065,0.460071504,163,9,227,1.392638036809816,18.11111111111111,6,5,5.521472392638037,70.63504430811183,5.406651601908657,5.542647511929108,7.384294478527604,7.505800954328556,9.453033401499658,0
cb682b5d0,-0.477948265,0.488589361,141,3,197,1.3971631205673758,47.0,2,10,3.5460992907801416,40.93000000000001,2.8911290780141843,7.810792198581561,9.75914893617021,23.047872340425535,20.21843971631206,0
74498048f,-0.508062794,0.463224692,156,5,219,1.4038461538461537,31.2,2,7,7.051282051282051,56.4016153846154,6.297417435897436,6.61196,8.429743589743591,14.338461538461537,15.30051282051282,0
b1bf8bb2d,-0.525784067,0.491325081,156,5,226,1.4487179487179487,31.2,2,5,8.333333333333334,52.605461538461554,6.499853333333333,6.816126666666666,8.58051282051282,14.459230769230771,15.813333333333333,0
c9ffcb15b,-1.221284385,0.500263759,166,4,231,1.391566265060241,41.5,2,10,7.831325301204819,46.985993975903625,6.931466265060241,7.357426506024096,9.521686746987953,20.174518072289153,19.73253012048193,0
b0eab5ef8,-1.240080878,0.468612795,176,7,234,1.3295454545454546,25.142857142857142,4,11,4.545454545454546,68.83545454545455,1.9648129870129871,5.802646103896105,7.578409090909091,10.811030844155844,11.875324675324677,0
06ce84c6d,-0.098809527,0.459438911,176,9,232,1.3181818181818181,19.555555555555557,6,6,3.977272727272727,75.46792929292931,1.5979669191919192,5.316249494949494,6.440227272727274,7.375107323232324,9.413131313131315,0
5accb45d5,-0.867608836,0.487871234,161,6,229,1.4223602484472049,26.833333333333332,2,11,9.316770186335404,59.26748964803316,6.438551345755694,6.356472463768116,8.917763975155278,12.669710144927535,14.460041407867493,0
7f947f364,-0.703780283,0.474315584,158,5,226,1.4303797468354431,31.6,1,5,11.39240506329114,53.75087341772155,7.002720759493671,6.763807848101266,9.648860759493665,15.505379746835445,17.19696202531646,0
5813050e4,-1.56314024,0.498372665,190,5,269,1.4157894736842105,38.0,0,6,10.526315789473685,48.489210526315816,7.183405263157895,7.195342105263158,8.705052631578944,17.823,19.410526315789475,0
4e62e645b,-1.696766222,0.496707344,191,8,300,1.5706806282722514,23.875,4,12,13.089005235602095,49.72229384816754,6.88745392670157,6.801171858638744,9.589528795811514,11.838128272251303,14.785602094240838,0
92de89438,-1.622131769,0.471847323,180,11,237,1.3166666666666667,16.363636363636363,3,9,6.666666666666667,78.83590909090913,5.500803030303031,5.061024242424242,6.69511111111111,6.219818181818184,9.212121212121213,0
6eb22333a,-0.607166564,0.444810654,188,10,278,1.4787234042553192,18.8,2,4,12.23404255319149,62.65300000000002,6.500735319148936,5.987931489361703,7.459148936170212,7.86223404255319,12.413617021276597,0
8de3a8dd8,-1.137032552,0.498112146,152,9,203,1.3355263157894737,16.88888888888889,2,10,6.578947368421052,76.70725146198832,5.513004678362573,5.187700292397661,6.97315789473684,6.660102339181286,9.387134502923976,0
d8c5b6ac8,0.061007468,0.49740385,159,5,203,1.2767295597484276,31.8,4,9,2.5157232704402515,66.54667924528303,1.9745127044025157,6.080259496855346,6.2714465408805005,12.895283018867929,13.726289308176101,0
9156a494a,0.182081688,0.470526968,177,12,234,1.3220338983050848,14.75,4,12,5.649717514124294,80.01968220338985,5.260190395480226,4.959904237288136,7.639999999999997,6.328389830508478,8.159887005649718,0
da2dbbc70,-0.811519925,0.465811698,141,2,180,1.2765957446808511,70.5,4,3,5.673758865248227,27.277500000000032,8.029186524822695,9.090510638297872,7.883971631205672,33.12765957446809,30.469503546099293,0
669c8bb53,-1.972670519,0.521496877,172,7,228,1.3255813953488371,24.571428571428573,4,2,6.395348837209302,69.7508139534884,5.865068438538206,5.740152491694351,6.241860465116279,9.476644518272423,12.386710963455151,0
cbbd1d214,-1.820642814,0.456798741,140,8,204,1.457142857142857,17.5,3,11,10.714285714285714,65.79821428571432,6.196285714285715,5.788600000000001,8.716571428571427,8.313142857142857,11.285714285714286,0
c337534cd,-0.760367894,0.469706475,169,9,229,1.3550295857988166,18.77777777777778,2,7,7.100591715976331,73.14005259697569,5.68906120973044,5.423395726495727,6.526390532544376,7.105456936226169,10.351347797501646,0
ad1ad157a,-1.00707269,0.46242697,164,9,225,1.3719512195121952,18.22222222222222,3,9,5.487804878048781,72.27237127371276,5.406846612466125,5.457166937669376,7.565609756097558,7.698611111111109,9.484010840108402,0
15df7f4ab,-1.289408299,0.493040271,141,10,189,1.3404255319148937,14.1,3,5,7.092198581560283,79.12350000000002,5.455718156028369,4.993016170212766,6.538156028368796,5.194893617021275,8.476879432624115,0
60f36e48c,-1.236415384,0.477508474,144,5,194,1.3472222222222223,28.8,2,6,9.722222222222221,63.628000000000014,6.600118888888889,6.167601111111111,7.304722222222221,12.300625000000004,15.40888888888889,0
436ce79fe,0.0,0.0,142,7,190,1.3380281690140845,20.285714285714285,5,2,3.5211267605633805,73.04781690140847,1.5621573440643863,5.463356740442656,7.585915492957746,8.614265593561367,9.522736418511066,0
8f576a796,-0.708095165,0.456211602,176,6,227,1.2897727272727273,29.333333333333332,3,5,2.272727272727273,67.94689393939395,1.8137969696969696,5.9476992424242425,7.3122727272727275,12.558371212121216,12.642424242424243,0
1b2275a6b,-0.254103124,0.499529454,148,3,195,1.3175675675675675,49.333333333333336,0,8,1.3513513513513513,45.295450450450474,2.660311711711712,7.630165765765765,7.99405405405405,22.776801801801803,20.273873873873878,0
e39b68366,0.270832416,0.536822821,148,5,199,1.3445945945945945,29.6,5,4,4.054054054054054,63.038297297297305,2.108295135135135,6.217885405405404,8.22972972972973,13.419324324324329,13.461621621621624,0
80035934c,-0.282044397,0.487883171,151,9,191,1.2649006622516556,16.77777777777778,0,7,1.9867549668874172,82.79495952906551,1.145886387049301,4.857709124356145,5.5663576158940415,5.486968359087566,7.505813097866079,0
3a25b6fbc,-1.642969499,0.461003907,174,8,216,1.2413793103448276,21.75,1,9,2.8735632183908044,79.73806034482762,1.532535632183908,5.137525862068966,6.798390804597698,8.636896551724139,9.849425287356322,0
46a13c6ea,-1.937949286,0.517524294,167,10,216,1.2934131736526946,16.7,2,6,2.9940119760479043,80.46174550898205,1.3010744910179641,4.981389940119762,6.26443113772455,6.01383233532934,7.877604790419162,0
79b580b77,-0.216514978,0.47199989,149,10,199,1.3355704697986577,14.9,6,3,6.7114093959731544,78.72223825503357,5.435271543624161,5.033165637583892,8.298523489932883,6.914697986577181,8.644563758389262,0
9ce1ddb37,-1.492648909,0.56888508,177,5,238,1.344632768361582,35.4,4,11,5.649717514124294,57.148067796610164,6.284430395480226,6.669299096045199,8.777401129943502,16.626779661016947,16.41988700564972,0
3723e3a8f,-1.18578775,0.53791779,177,6,255,1.4406779661016949,29.5,5,7,8.474576271186441,55.011144067796636,6.437835593220339,6.647284745762711,9.075254237288132,14.049322033898306,15.189830508474579,0
57e274d73,-1.101295212,0.45402302,161,7,230,1.4285714285714286,23.0,5,6,9.937888198757763,62.63285714285716,6.346492546583851,6.086500000000001,7.565217391304348,9.816894409937888,13.175155279503105,0
10c0e9378,-1.968184473,0.527605413,200,11,296,1.48,18.181818181818183,0,15,11.0,63.172454545454556,6.275218181818182,5.9456454545454545,8.708599999999997,8.596859090909092,11.672727272727274,0
074f70bbe,-0.206408222,0.458163163,186,10,260,1.3978494623655915,18.6,3,12,6.451612903225806,69.69793548387099,5.577769677419354,5.60439505376344,8.21505376344086,8.381290322580643,10.020645161290325,0
dd8a9d2f4,-1.702971145,0.475033068,172,8,262,1.5232558139534884,21.5,8,7,11.627906976744185,56.14505813953491,6.538946511627907,6.400613953488373,10.001162790697673,11.090058139534882,13.251162790697675,0
833efe648,-2.315611548,0.51309025,159,5,241,1.5157232704402517,31.8,4,10,11.320754716981131,46.327811320754705,7.00132716981132,7.167680880503145,10.56125786163522,16.331509433962268,17.248301886792454,0
26d07b3b3,-0.235148658,0.523394688,154,5,211,1.37012987012987,30.8,3,8,5.194805194805195,59.660012987013005,5.98443974025974,6.4274309090909085,8.477142857142855,14.186298701298703,14.397922077922079,0
10079320a,-1.679509559,0.473492851,145,6,240,1.6551724137931034,24.166666666666668,1,10,18.620689655172413,42.27824712643681,7.775373563218391,7.208301149425287,11.969655172413795,13.87850574712644,17.114942528735636,0
6980ceba4,-0.451994374,0.465056986,171,13,236,1.3801169590643274,13.153846153846153,7,5,7.017543859649122,76.72595141700408,5.397000944669365,5.100001394511921,7.257777777777779,5.419203778677463,8.068556005398111,0
5c5d57c8a,-0.093604041,0.456729006,189,8,271,1.433862433862434,23.625,1,5,8.465608465608465,61.5508630952381,6.1450195767195765,6.159199074074074,8.364867724867722,10.74265873015873,12.836243386243389,0
97cfc08c1,-0.365378816,0.475720661,179,13,248,1.3854748603351956,13.76923076923077,7,8,8.938547486033519,75.64805758487323,5.730850494198538,5.1722567683712946,7.541229050279327,5.873386334336054,9.083111302105715,0
664ef8cdd,-0.690307884,0.456535215,173,6,251,1.4508670520231215,28.833333333333332,2,6,10.404624277456648,54.82581406551061,6.7095235067437375,6.641778420038536,8.800693641618498,13.514643545279384,15.695183044315991,0
0cdf53452,-2.461999582,0.521125829,195,9,291,1.4923076923076923,21.666666666666668,5,10,12.307692307692308,58.59410256410257,6.654551282051282,6.2727666666666675,9.399384615384612,10.682871794871794,13.589743589743591,0
0921dcfa3,-1.186614667,0.473386248,159,8,228,1.4339622641509433,19.875,2,9,10.69182389937107,65.34866745283021,6.310538993710692,5.867903301886793,8.782389937106917,9.391462264150942,12.226729559748428,0
a45668166,-0.007393824,0.469067173,168,8,228,1.3571428571428572,21.0,4,7,7.142857142857143,70.7057142857143,5.805957142857142,5.6059,6.4854761904761915,8.050178571428575,11.257142857142858,0
ed7084c72,-2.01911713,0.472213416,199,11,269,1.3517587939698492,18.09090909090909,6,7,6.532663316582915,74.11393330287807,5.565316628597533,5.355075239835541,6.940703517587938,7.141836455002284,9.849428962996804,0
e9a3ac07b,-0.416552018,0.488731772,155,8,224,1.4451612903225806,19.375,3,6,9.03225806451613,64.90872983870969,6.023693548387097,5.879958870967743,8.013161290322579,8.556080645161291,11.362903225806452,0
cc053446f,-2.62550662,0.522564257,173,9,267,1.5433526011560694,19.22222222222222,3,6,14.45086705202312,56.756814386641,6.871714129736673,6.314843224149005,9.81687861271676,9.934232498394348,13.469235709698138,0
